Date,Sector,Ticker,Close,Return
14-05-2020,FINANCIAL SERVICES,HDFC,1632.4,-5.332444109
14-05-2020,FINANCIAL SERVICES,HDFCBANK,893.7,-3.174431203
14-05-2020,AUTOMOBILE,HEROMOTOCO,2241.35,12.0282901
14-05-2020,METALS,HINDALCO,117.2,1.121656601
14-05-2020,CONSUMER GOODS,HINDUNILVR,2006.05,-3.678006386
14-05-2020,FINANCIAL SERVICES,ICICIBANK,327.4,-3.150421535
14-05-2020,FINANCIAL SERVICES,INDUSINDBK,428,1.170074459
14-05-2020,TELECOM,INFRATEL,209.65,24.42136499
14-05-2020,IT,INFY,658.15,-2.308149028
14-05-2020,OIL & GAS,IOC,75.15,-5.768025078
14-05-2020,CONSUMER GOODS,ITC,163.8,-5.889112324
14-05-2020,METALS,JSWSTEEL,175.2,7.123203913
14-05-2020,FINANCIAL SERVICES,KOTAKBANK,1173.1,-8.193770543
14-05-2020,CONSTRUCTION,LT,871.65,2.468700406
14-05-2020,AUTOMOBILE,M&M,400.45,12.15516034
14-05-2020,AUTOMOBILE,MARUTI,5114.05,4.660990934
14-05-2020,CONSUMER GOODS,NESTLEIND,16242.5,-6.954163074
14-05-2020,POWER,NTPC,89.35,-2.296336796
14-05-2020,OIL & GAS,ONGC,76.15,-0.522534291
14-05-2020,POWER,POWERGRID,160.8,1.10028293
14-05-2020,OIL & GAS,RELIANCE,1435.95,0.052257525
14-05-2020,FINANCIAL SERVICES,SBIN,167.95,-6.094492592
14-05-2020,CEMENT & CEMENT PRODUCTS,SHREECEM,19310.8,3.682147651
14-05-2020,PHARMA,SUNPHARMA,455.95,-2.041035557
14-05-2020,AUTOMOBILE,TATAMOTORS,83.8,-0.119189511
14-05-2020,METALS,TATASTEEL,268.55,-1.845760234
14-05-2020,IT,TCS,1902.35,-1.455619156
14-05-2020,IT,TECHM,515.7,2.637078316
14-05-2020,CONSUMER GOODS,TITAN,846,-5.140999047
14-05-2020,CEMENT & CEMENT PRODUCTS,ULTRACEMCO,3609.5,7.823515354
14-05-2020,FERTILISERS & PESTICIDES,UPL,391.85,1.673585885
14-05-2020,METALS,VEDL,89.15,11.50719199
14-05-2020,IT,WIPRO,186,-2.131018153
14-05-2020,MEDIA & ENTERTAINMENT,ZEEL,169.65,15.88114754
15-05-2020,SERVICES,ADANIPORTS,309.25,16.10662662
15-05-2020,CONSUMER GOODS,ASIANPAINT,1552.95,-7.386092557
15-05-2020,FINANCIAL SERVICES,AXISBANK,388.55,-3.537735849
15-05-2020,AUTOMOBILE,BAJAJ-AUTO,2663.6,9.067829576
15-05-2020,FINANCIAL SERVICES,BAJAJFINSV,4723.25,-0.821023234
15-05-2020,FINANCIAL SERVICES,BAJFINANCE,2086.45,0.326978097
15-05-2020,TELECOM,BHARTIARTL,554.1,4.056338028
15-05-2020,OIL & GAS,BPCL,318.2,-8.536935901
15-05-2020,CONSUMER GOODS,BRITANNIA,3125.65,1.057243085
15-05-2020,PHARMA,CIPLA,570.3,-6.790880118
15-05-2020,METALS,COALINDIA,129.6,-8.924806746
15-05-2020,PHARMA,DRREDDY,3735.1,-5.176440721
15-05-2020,AUTOMOBILE,EICHERMOT,14099.6,2.551495403
15-05-2020,OIL & GAS,GAIL,85.8,-8.235294118
15-05-2020,CEMENT & CEMENT PRODUCTS,GRASIM,517.85,8.099363323
15-05-2020,IT,HCLTECH,511.25,-0.583373845
15-05-2020,FINANCIAL SERVICES,HDFC,1633.8,-5.251254096
15-05-2020,FINANCIAL SERVICES,HDFCBANK,888.15,-3.775731311
15-05-2020,AUTOMOBILE,HEROMOTOCO,2193.55,9.639126306
15-05-2020,METALS,HINDALCO,119.25,2.890422778
15-05-2020,CONSUMER GOODS,HINDUNILVR,2032.1,-2.42719612
15-05-2020,FINANCIAL SERVICES,ICICIBANK,322.7,-4.54074841
15-05-2020,FINANCIAL SERVICES,INDUSINDBK,418.7,-1.028247252
15-05-2020,TELECOM,INFRATEL,202.5,20.17804154
15-05-2020,IT,INFY,652.3,-3.176488051
15-05-2020,OIL & GAS,IOC,75.5,-5.329153605
15-05-2020,CONSUMER GOODS,ITC,164.65,-5.400746912
15-05-2020,METALS,JSWSTEEL,174.3,6.572913482
15-05-2020,FINANCIAL SERVICES,KOTAKBANK,1178.3,-7.786821099
15-05-2020,CONSTRUCTION,LT,864.4,1.61641098
15-05-2020,AUTOMOBILE,M&M,381.3,6.791765859
15-05-2020,AUTOMOBILE,MARUTI,5100.4,4.381638459
15-05-2020,CONSUMER GOODS,NESTLEIND,16443.8,-5.80100765
15-05-2020,POWER,NTPC,90.85,-0.656096227
15-05-2020,OIL & GAS,ONGC,76.15,-0.522534291
15-05-2020,POWER,POWERGRID,159.8,0.471549827
15-05-2020,OIL & GAS,RELIANCE,1459.4,1.686176143
15-05-2020,FINANCIAL SERVICES,SBIN,166.4,-6.961140621
15-05-2020,CEMENT & CEMENT PRODUCTS,SHREECEM,19180.5,2.982550336
15-05-2020,PHARMA,SUNPHARMA,448.6,-3.620152541
15-05-2020,AUTOMOBILE,TATAMOTORS,84.35,0.536352801
15-05-2020,METALS,TATASTEEL,273.45,-0.054824561
15-05-2020,IT,TCS,1892.9,-1.945142324
15-05-2020,IT,TECHM,510.55,1.612100707
15-05-2020,CONSUMER GOODS,TITAN,845.6,-5.185849638
15-05-2020,CEMENT & CEMENT PRODUCTS,ULTRACEMCO,3583.15,7.036384275
15-05-2020,FERTILISERS & PESTICIDES,UPL,378.9,-1.686559419
15-05-2020,METALS,VEDL,92.95,16.2601626
15-05-2020,IT,WIPRO,183.8,-3.288608261
15-05-2020,MEDIA & ENTERTAINMENT,ZEEL,164.2,12.15846995
18-05-2020,SERVICES,ADANIPORTS,293.3,10.11826544
18-05-2020,CONSUMER GOODS,ASIANPAINT,1501.1,-10.47829198
18-05-2020,FINANCIAL SERVICES,AXISBANK,358.8,-10.92353525
18-05-2020,AUTOMOBILE,BAJAJ-AUTO,2477.45,1.445447659
18-05-2020,FINANCIAL SERVICES,BAJAJFINSV,4465.45,-6.234317091
18-05-2020,FINANCIAL SERVICES,BAJFINANCE,1938.6,-6.782391268
18-05-2020,TELECOM,BHARTIARTL,538.05,1.042253521
18-05-2020,OIL & GAS,BPCL,294.05,-15.4785858
18-05-2020,CONSUMER GOODS,BRITANNIA,3109.55,0.536704441
18-05-2020,PHARMA,CIPLA,600.45,-1.863201765
18-05-2020,METALS,COALINDIA,121.7,-14.47645819
18-05-2020,PHARMA,DRREDDY,3679.15,-6.596851993
18-05-2020,AUTOMOBILE,EICHERMOT,12988.2,-5.532119167
18-05-2020,OIL & GAS,GAIL,81,-13.36898396
18-05-2020,CEMENT & CEMENT PRODUCTS,GRASIM,495.8,3.496503497
18-05-2020,IT,HCLTECH,510.75,-0.68060282
18-05-2020,FINANCIAL SERVICES,HDFC,1512.05,-12.31188564
18-05-2020,FINANCIAL SERVICES,HDFCBANK,836.65,-9.355362947
18-05-2020,AUTOMOBILE,HEROMOTOCO,2070.55,3.491278053
18-05-2020,METALS,HINDALCO,115.35,-0.474547023
18-05-2020,CONSUMER GOODS,HINDUNILVR,2005.25,-3.716418985
18-05-2020,FINANCIAL SERVICES,ICICIBANK,298.5,-11.69945274
18-05-2020,FINANCIAL SERVICES,INDUSINDBK,376.75,-10.94433282
18-05-2020,TELECOM,INFRATEL,207.1,22.90801187
18-05-2020,IT,INFY,663.9,-1.454653407
18-05-2020,OIL & GAS,IOC,71.55,-10.28213166
18-05-2020,CONSUMER GOODS,ITC,164.75,-5.343292157
18-05-2020,METALS,JSWSTEEL,163.25,-0.183430144
18-05-2020,FINANCIAL SERVICES,KOTAKBANK,1113.65,-12.84629833
18-05-2020,CONSTRUCTION,LT,813.35,-4.384882149
18-05-2020,AUTOMOBILE,M&M,377.2,5.643467301
18-05-2020,AUTOMOBILE,MARUTI,4720.95,-3.383951047
18-05-2020,CONSUMER GOODS,NESTLEIND,16240.35,-6.966479439
18-05-2020,POWER,NTPC,88.9,-2.788408967
18-05-2020,OIL & GAS,ONGC,72.9,-4.768125408
18-05-2020,POWER,POWERGRID,154.5,-2.860735618
18-05-2020,OIL & GAS,RELIANCE,1440.75,0.386705686
18-05-2020,FINANCIAL SERVICES,SBIN,155.3,-13.16745876
18-05-2020,CEMENT & CEMENT PRODUCTS,SHREECEM,18152.7,-2.535838926
18-05-2020,PHARMA,SUNPHARMA,440.7,-5.317434741
18-05-2020,AUTOMOBILE,TATAMOTORS,80.65,-3.873659118
18-05-2020,METALS,TATASTEEL,266.6,-2.558479532
18-05-2020,IT,TCS,1945.6,0.784791111
18-05-2020,IT,TECHM,504.05,0.318439646
18-05-2020,CONSUMER GOODS,TITAN,817.3,-8.359028985
18-05-2020,CEMENT & CEMENT PRODUCTS,ULTRACEMCO,3307.8,-1.188911459
18-05-2020,FERTILISERS & PESTICIDES,UPL,375.8,-2.490918526
18-05-2020,METALS,VEDL,92.5,15.69731082
18-05-2020,IT,WIPRO,182.2,-4.130491976
18-05-2020,MEDIA & ENTERTAINMENT,ZEEL,149.5,2.117486339
19-05-2020,SERVICES,ADANIPORTS,319.2,19.84231275
19-05-2020,CONSUMER GOODS,ASIANPAINT,1503.95,-10.30832538
19-05-2020,FINANCIAL SERVICES,AXISBANK,354.5,-11.99106256
19-05-2020,AUTOMOBILE,BAJAJ-AUTO,2509.3,2.749626354
19-05-2020,FINANCIAL SERVICES,BAJAJFINSV,4535.45,-4.764454524
19-05-2020,FINANCIAL SERVICES,BAJFINANCE,1964.95,-5.515351141
19-05-2020,TELECOM,BHARTIARTL,598.8,12.45070423
19-05-2020,OIL & GAS,BPCL,293.3,-15.69416499
19-05-2020,CONSUMER GOODS,BRITANNIA,3104,0.357264101
19-05-2020,PHARMA,CIPLA,594.95,-2.762114897
19-05-2020,METALS,COALINDIA,123.6,-13.14125088
19-05-2020,PHARMA,DRREDDY,3699.6,-6.077684692
19-05-2020,AUTOMOBILE,EICHERMOT,12966.2,-5.692133132
19-05-2020,OIL & GAS,GAIL,81.85,-12.45989305
19-05-2020,CEMENT & CEMENT PRODUCTS,GRASIM,511.85,6.846884459
19-05-2020,IT,HCLTECH,518.25,0.777831794
19-05-2020,FINANCIAL SERVICES,HDFC,1539.85,-10.69968394
19-05-2020,FINANCIAL SERVICES,HDFCBANK,830.65,-10.00541712
19-05-2020,AUTOMOBILE,HEROMOTOCO,2073.5,3.638726446
19-05-2020,METALS,HINDALCO,117.3,1.207937877
19-05-2020,CONSUMER GOODS,HINDUNILVR,1975.55,-5.142486736
19-05-2020,FINANCIAL SERVICES,ICICIBANK,300.3,-11.16698713
19-05-2020,FINANCIAL SERVICES,INDUSINDBK,367.8,-13.059922
19-05-2020,TELECOM,INFRATEL,218.75,29.82195846
19-05-2020,IT,INFY,668.6,-0.757013507
19-05-2020,OIL & GAS,IOC,72.05,-9.655172414
19-05-2020,CONSUMER GOODS,ITC,170.75,-1.896006895
19-05-2020,METALS,JSWSTEEL,169.3,3.515744421
19-05-2020,FINANCIAL SERVICES,KOTAKBANK,1130.45,-11.53153858
19-05-2020,CONSTRUCTION,LT,796.35,-6.383353906
19-05-2020,AUTOMOBILE,M&M,382.9,7.239882369
19-05-2020,AUTOMOBILE,MARUTI,4805.3,-1.657696007
19-05-2020,CONSUMER GOODS,NESTLEIND,16150.3,-7.48233461
19-05-2020,POWER,NTPC,91.05,-0.437397485
19-05-2020,OIL & GAS,ONGC,77.15,0.783801437
19-05-2020,POWER,POWERGRID,158.05,-0.628733103
19-05-2020,OIL & GAS,RELIANCE,1408.9,-1.832497213
19-05-2020,FINANCIAL SERVICES,SBIN,152.8,-14.56527817
19-05-2020,CEMENT & CEMENT PRODUCTS,SHREECEM,18340.75,-1.526174497
19-05-2020,PHARMA,SUNPHARMA,441.7,-5.102588892
19-05-2020,AUTOMOBILE,TATAMOTORS,81.8,-2.502979738
19-05-2020,METALS,TATASTEEL,272,-0.584795322
19-05-2020,IT,TCS,1948.65,0.942785361
19-05-2020,IT,TECHM,512.6,2.020101503
19-05-2020,CONSUMER GOODS,TITAN,826.8,-7.293827437
19-05-2020,CEMENT & CEMENT PRODUCTS,ULTRACEMCO,3438.15,2.70492293
19-05-2020,FERTILISERS & PESTICIDES,UPL,339.65,-11.8707836
19-05-2020,METALS,VEDL,90,12.57035647
19-05-2020,IT,WIPRO,184.4,-2.972901868
19-05-2020,MEDIA & ENTERTAINMENT,ZEEL,150.25,2.629781421
20-05-2020,SERVICES,ADANIPORTS,323.75,21.55059133
20-05-2020,CONSUMER GOODS,ASIANPAINT,1500.05,-10.54091126
20-05-2020,FINANCIAL SERVICES,AXISBANK,362.5,-10.00496524
20-05-2020,AUTOMOBILE,BAJAJ-AUTO,2557.75,4.733533976
20-05-2020,FINANCIAL SERVICES,BAJAJFINSV,4702.05,-1.266181612
20-05-2020,FINANCIAL SERVICES,BAJFINANCE,2042.8,-1.771932777
20-05-2020,TELECOM,BHARTIARTL,594.05,11.55868545
20-05-2020,OIL & GAS,BPCL,308.9,-11.21011785
20-05-2020,CONSUMER GOODS,BRITANNIA,3127.85,1.128372589
20-05-2020,PHARMA,CIPLA,620.65,1.438261012
20-05-2020,METALS,COALINDIA,123.25,-13.38721012
20-05-2020,PHARMA,DRREDDY,3910.2,-0.731150038
20-05-2020,AUTOMOBILE,EICHERMOT,13675.1,-0.536046782
20-05-2020,OIL & GAS,GAIL,86.25,-7.754010695
20-05-2020,CEMENT & CEMENT PRODUCTS,GRASIM,536.85,12.06554639
20-05-2020,IT,HCLTECH,526.75,2.430724356
20-05-2020,FINANCIAL SERVICES,HDFC,1627,-5.645605591
20-05-2020,FINANCIAL SERVICES,HDFCBANK,857.1,-7.139761647
20-05-2020,AUTOMOBILE,HEROMOTOCO,2023.6,1.14459939
20-05-2020,METALS,HINDALCO,120.8,4.227782571
20-05-2020,CONSUMER GOODS,HINDUNILVR,1990.85,-4.407845773
20-05-2020,FINANCIAL SERVICES,ICICIBANK,305.65,-9.584381009
20-05-2020,FINANCIAL SERVICES,INDUSINDBK,357.3,-15.54189812
20-05-2020,TELECOM,INFRATEL,200.85,19.19881306
20-05-2020,IT,INFY,669.55,-0.616001187
20-05-2020,OIL & GAS,IOC,74.1,-7.084639498
20-05-2020,CONSUMER GOODS,ITC,175.75,0.976730824
20-05-2020,METALS,JSWSTEEL,171.05,4.585753592
20-05-2020,FINANCIAL SERVICES,KOTAKBANK,1160.1,-9.211144154
20-05-2020,CONSTRUCTION,LT,835,-1.839769588
20-05-2020,AUTOMOBILE,M&M,405.05,13.44349531
20-05-2020,AUTOMOBILE,MARUTI,4891.95,0.115629413
20-05-2020,CONSUMER GOODS,NESTLEIND,16303.4,-6.605294891
20-05-2020,POWER,NTPC,92.9,1.585565883
20-05-2020,OIL & GAS,ONGC,78,1.894186806
20-05-2020,POWER,POWERGRID,158.45,-0.377239862
20-05-2020,OIL & GAS,RELIANCE,1433.7,-0.10451505
20-05-2020,FINANCIAL SERVICES,SBIN,153.4,-14.22980151
20-05-2020,CEMENT & CEMENT PRODUCTS,SHREECEM,19411.65,4.223624161
20-05-2020,PHARMA,SUNPHARMA,455.75,-2.084004727
20-05-2020,AUTOMOBILE,TATAMOTORS,83.45,-0.536352801
20-05-2020,METALS,TATASTEEL,283.2,3.50877193
20-05-2020,IT,TCS,1953.6,1.199202259
20-05-2020,IT,TECHM,519.2,3.333665041
20-05-2020,CONSUMER GOODS,TITAN,848.7,-4.838257555
20-05-2020,CEMENT & CEMENT PRODUCTS,ULTRACEMCO,3528.5,5.40387143
20-05-2020,FERTILISERS & PESTICIDES,UPL,356.55,-7.485729113
20-05-2020,METALS,VEDL,88.55,10.75672295
20-05-2020,IT,WIPRO,184.95,-2.683504341
20-05-2020,MEDIA & ENTERTAINMENT,ZEEL,153.55,4.883879781
21-05-2020,SERVICES,ADANIPORTS,317.15,19.07264877
21-05-2020,CONSUMER GOODS,ASIANPAINT,1574.3,-6.112833969
21-05-2020,FINANCIAL SERVICES,AXISBANK,357.2,-11.32075472
21-05-2020,AUTOMOBILE,BAJAJ-AUTO,2640.35,8.115799603
21-05-2020,FINANCIAL SERVICES,BAJAJFINSV,4539.2,-4.685711886
21-05-2020,FINANCIAL SERVICES,BAJFINANCE,1990.2,-4.30120453
21-05-2020,TELECOM,BHARTIARTL,594.55,11.65258216
21-05-2020,OIL & GAS,BPCL,313.2,-9.974130497
21-05-2020,CONSUMER GOODS,BRITANNIA,3110.95,0.581968671
21-05-2020,PHARMA,CIPLA,616.6,0.776334069
21-05-2020,METALS,COALINDIA,124.5,-12.50878426
21-05-2020,PHARMA,DRREDDY,3847.5,-2.3229246
21-05-2020,AUTOMOBILE,EICHERMOT,14087.6,2.464215059
21-05-2020,OIL & GAS,GAIL,87.95,-5.935828877
21-05-2020,CEMENT & CEMENT PRODUCTS,GRASIM,526.95,9.998956268
21-05-2020,IT,HCLTECH,534.85,4.005833738
21-05-2020,FINANCIAL SERVICES,HDFC,1597.3,-7.367993737
21-05-2020,FINANCIAL SERVICES,HDFCBANK,859.55,-6.87432286
21-05-2020,AUTOMOBILE,HEROMOTOCO,2119.5,5.937921727
21-05-2020,METALS,HINDALCO,129.5,11.73425367
21-05-2020,CONSUMER GOODS,HINDUNILVR,1970.9,-5.365759969
21-05-2020,FINANCIAL SERVICES,ICICIBANK,304.4,-9.954148795
21-05-2020,FINANCIAL SERVICES,INDUSINDBK,346.8,-18.02387425
21-05-2020,TELECOM,INFRATEL,205.85,22.16617211
21-05-2020,IT,INFY,672.2,-0.222651032
21-05-2020,OIL & GAS,IOC,74.45,-6.645768025
21-05-2020,CONSUMER GOODS,ITC,188.95,8.560758403
21-05-2020,METALS,JSWSTEEL,169.9,3.882604708
21-05-2020,FINANCIAL SERVICES,KOTAKBANK,1150.25,-9.982000313
21-05-2020,CONSTRUCTION,LT,820.5,-3.544348439
21-05-2020,AUTOMOBILE,M&M,408.3,14.35373197
21-05-2020,AUTOMOBILE,MARUTI,5050.1,3.352229703
21-05-2020,CONSUMER GOODS,NESTLEIND,16295.45,-6.650836797
21-05-2020,POWER,NTPC,90.25,-1.312192455
21-05-2020,OIL & GAS,ONGC,77,0.587851078
21-05-2020,POWER,POWERGRID,158.9,-0.094309965
21-05-2020,OIL & GAS,RELIANCE,1441.25,0.421544036
21-05-2020,FINANCIAL SERVICES,SBIN,151.95,-15.04053676
21-05-2020,CEMENT & CEMENT PRODUCTS,SHREECEM,19251.15,3.361879195
21-05-2020,PHARMA,SUNPHARMA,466.45,0.214845848
21-05-2020,AUTOMOBILE,TATAMOTORS,84.1,0.238379023
21-05-2020,METALS,TATASTEEL,283.7,3.691520468
21-05-2020,IT,TCS,1991.2,3.146934653
21-05-2020,IT,TECHM,520.05,3.502836103
21-05-2020,CONSUMER GOODS,TITAN,849.85,-4.709312104
21-05-2020,CEMENT & CEMENT PRODUCTS,ULTRACEMCO,3571.5,6.68837376
21-05-2020,FERTILISERS & PESTICIDES,UPL,366.8,-4.826154645
21-05-2020,METALS,VEDL,90.2,12.82051282
21-05-2020,IT,WIPRO,189.1,-0.499868456
21-05-2020,MEDIA & ENTERTAINMENT,ZEEL,153.95,5.157103825
22-05-2020,SERVICES,ADANIPORTS,310.6,16.61347851
22-05-2020,CONSUMER GOODS,ASIANPAINT,1617.9,-3.51264313
22-05-2020,FINANCIAL SERVICES,AXISBANK,336.95,-16.34806356
22-05-2020,AUTOMOBILE,BAJAJ-AUTO,2553.75,4.569743873
22-05-2020,FINANCIAL SERVICES,BAJAJFINSV,4315.55,-9.38192279
22-05-2020,FINANCIAL SERVICES,BAJFINANCE,1895.3,-8.864472387
22-05-2020,TELECOM,BHARTIARTL,593.2,11.39906103
22-05-2020,OIL & GAS,BPCL,315.2,-9.399252659
22-05-2020,CONSUMER GOODS,BRITANNIA,3167.1,2.397387607
22-05-2020,PHARMA,CIPLA,639.35,4.494565662
22-05-2020,METALS,COALINDIA,125.2,-12.01686578
22-05-2020,PHARMA,DRREDDY,3892.85,-1.171617162
22-05-2020,AUTOMOBILE,EICHERMOT,13922.4,1.26265565
22-05-2020,OIL & GAS,GAIL,87.2,-6.737967914
22-05-2020,CEMENT & CEMENT PRODUCTS,GRASIM,532.35,11.12618725
22-05-2020,IT,HCLTECH,530.4,3.140495868
22-05-2020,FINANCIAL SERVICES,HDFC,1516.15,-12.07411488
22-05-2020,FINANCIAL SERVICES,HDFCBANK,838.85,-9.117009751
22-05-2020,AUTOMOBILE,HEROMOTOCO,2150.6,7.492377668
22-05-2020,METALS,HINDALCO,124.85,7.722174288
22-05-2020,CONSUMER GOODS,HINDUNILVR,1987.9,-4.549492233
22-05-2020,FINANCIAL SERVICES,ICICIBANK,291.05,-13.90326875
22-05-2020,FINANCIAL SERVICES,INDUSINDBK,338.35,-20.02127408
22-05-2020,TELECOM,INFRATEL,207.5,23.14540059
22-05-2020,IT,INFY,692.35,2.768294493
22-05-2020,OIL & GAS,IOC,75.5,-5.329153605
22-05-2020,CONSUMER GOODS,ITC,186.35,7.066934789
22-05-2020,METALS,JSWSTEEL,166.15,1.589727912
22-05-2020,FINANCIAL SERVICES,KOTAKBANK,1160.2,-9.203318203
22-05-2020,CONSTRUCTION,LT,815.7,-4.108622818
22-05-2020,AUTOMOBILE,M&M,426.35,19.40904635
22-05-2020,AUTOMOBILE,MARUTI,5134.3,5.075414936
22-05-2020,CONSUMER GOODS,NESTLEIND,16215.15,-7.110838687
22-05-2020,POWER,NTPC,90.95,-0.546746856
22-05-2020,OIL & GAS,ONGC,76.15,-0.522534291
22-05-2020,POWER,POWERGRID,155.85,-2.011945929
22-05-2020,OIL & GAS,RELIANCE,1431.55,-0.254319955
22-05-2020,FINANCIAL SERVICES,SBIN,150.85,-15.6555773
22-05-2020,CEMENT & CEMENT PRODUCTS,SHREECEM,19910.25,6.900671141
22-05-2020,PHARMA,SUNPHARMA,469.4,0.8486411
22-05-2020,AUTOMOBILE,TATAMOTORS,82.8,-1.311084625
22-05-2020,METALS,TATASTEEL,274.45,0.310672515
22-05-2020,IT,TCS,2020.35,4.656945272
22-05-2020,IT,TECHM,529.65,5.413473978
22-05-2020,CONSUMER GOODS,TITAN,849.65,-4.7317374
22-05-2020,CEMENT & CEMENT PRODUCTS,ULTRACEMCO,3638.95,8.70325009
22-05-2020,FERTILISERS & PESTICIDES,UPL,371.15,-3.697457187
22-05-2020,METALS,VEDL,89.1,11.44465291
22-05-2020,IT,WIPRO,189,-0.552486188
22-05-2020,MEDIA & ENTERTAINMENT,ZEEL,163.25,11.50956284
26-05-2020,SERVICES,ADANIPORTS,315.6,18.49070772
26-05-2020,CONSUMER GOODS,ASIANPAINT,1629.85,-2.799976145
26-05-2020,FINANCIAL SERVICES,AXISBANK,341.3,-15.26812314
26-05-2020,AUTOMOBILE,BAJAJ-AUTO,2564.85,5.024261409
26-05-2020,FINANCIAL SERVICES,BAJAJFINSV,4097.25,-13.9657942
26-05-2020,FINANCIAL SERVICES,BAJFINANCE,1829,-12.05250884
26-05-2020,TELECOM,BHARTIARTL,559.25,5.023474178
26-05-2020,OIL & GAS,BPCL,313.15,-9.988502443
26-05-2020,CONSUMER GOODS,BRITANNIA,3163.85,2.292309931
26-05-2020,PHARMA,CIPLA,627.7,2.590504209
26-05-2020,METALS,COALINDIA,127.25,-10.57624736
26-05-2020,PHARMA,DRREDDY,3864.3,-1.896420411
26-05-2020,AUTOMOBILE,EICHERMOT,14805.1,7.682852322
26-05-2020,OIL & GAS,GAIL,88.15,-5.721925134
26-05-2020,CEMENT & CEMENT PRODUCTS,GRASIM,532.65,11.18881119
26-05-2020,IT,HCLTECH,524,1.895964998
26-05-2020,FINANCIAL SERVICES,HDFC,1502.15,-12.88601502
26-05-2020,FINANCIAL SERVICES,HDFCBANK,852.4,-7.648970748
26-05-2020,AUTOMOBILE,HEROMOTOCO,2113.65,5.645524067
26-05-2020,METALS,HINDALCO,129.1,11.38912856
26-05-2020,CONSUMER GOODS,HINDUNILVR,1977.8,-5.0344513
26-05-2020,FINANCIAL SERVICES,ICICIBANK,292.7,-13.41517527
26-05-2020,FINANCIAL SERVICES,INDUSINDBK,348.2,-17.6929441
26-05-2020,TELECOM,INFRATEL,208.15,23.53115727
26-05-2020,IT,INFY,680.55,1.016773044
26-05-2020,OIL & GAS,IOC,77.15,-3.260188088
26-05-2020,CONSUMER GOODS,ITC,191.7,10.14076415
26-05-2020,METALS,JSWSTEEL,176.25,7.765209416
26-05-2020,FINANCIAL SERVICES,KOTAKBANK,1153.2,-9.751134763
26-05-2020,CONSTRUCTION,LT,825.55,-2.95068477
26-05-2020,AUTOMOBILE,M&M,429.15,20.19325025
26-05-2020,AUTOMOBILE,MARUTI,5246.15,7.364468002
26-05-2020,CONSUMER GOODS,NESTLEIND,16655.15,-4.590280383
26-05-2020,POWER,NTPC,93,1.694915254
26-05-2020,OIL & GAS,ONGC,77,0.587851078
26-05-2020,POWER,POWERGRID,157.35,-1.068846275
26-05-2020,OIL & GAS,RELIANCE,1424.05,-0.776895206
26-05-2020,FINANCIAL SERVICES,SBIN,151.4,-15.34805703
26-05-2020,CEMENT & CEMENT PRODUCTS,SHREECEM,20667.3,10.96536913
26-05-2020,PHARMA,SUNPHARMA,459.15,-1.353528843
26-05-2020,AUTOMOBILE,TATAMOTORS,83.1,-0.953516091
26-05-2020,METALS,TATASTEEL,280.45,2.503654971
26-05-2020,IT,TCS,1943,0.650107488
26-05-2020,IT,TECHM,520.45,3.582446015
26-05-2020,CONSUMER GOODS,TITAN,892.75,0.100913831
26-05-2020,CEMENT & CEMENT PRODUCTS,ULTRACEMCO,3786,13.09594934
26-05-2020,FERTILISERS & PESTICIDES,UPL,367.05,-4.761286975
26-05-2020,METALS,VEDL,87.9,9.943714822
26-05-2020,IT,WIPRO,188.8,-0.657721652
26-05-2020,MEDIA & ENTERTAINMENT,ZEEL,165.2,12.84153005
27-05-2020,SERVICES,ADANIPORTS,326.65,22.63938427
27-05-2020,CONSUMER GOODS,ASIANPAINT,1619.45,-3.420205153
27-05-2020,FINANCIAL SERVICES,AXISBANK,387,-3.922542205
27-05-2020,AUTOMOBILE,BAJAJ-AUTO,2580.55,5.667137563
27-05-2020,FINANCIAL SERVICES,BAJAJFINSV,4258.05,-10.5893099
27-05-2020,FINANCIAL SERVICES,BAJFINANCE,1936.45,-6.885774049
27-05-2020,TELECOM,BHARTIARTL,563.1,5.746478873
27-05-2020,OIL & GAS,BPCL,329.45,-5.30324806
27-05-2020,CONSUMER GOODS,BRITANNIA,3220.3,4.117428345
27-05-2020,PHARMA,CIPLA,633.05,3.464901528
27-05-2020,METALS,COALINDIA,130.8,-8.08151792
27-05-2020,PHARMA,DRREDDY,3883,-1.42168063
27-05-2020,AUTOMOBILE,EICHERMOT,14966.95,8.860045968
27-05-2020,OIL & GAS,GAIL,88.6,-5.240641711
27-05-2020,CEMENT & CEMENT PRODUCTS,GRASIM,566.65,18.28619142
27-05-2020,IT,HCLTECH,530.95,3.247447739
27-05-2020,FINANCIAL SERVICES,HDFC,1570.4,-8.928001856
27-05-2020,FINANCIAL SERVICES,HDFCBANK,903.65,-2.096424702
27-05-2020,AUTOMOBILE,HEROMOTOCO,2175.65,8.744439446
27-05-2020,METALS,HINDALCO,133.3,15.01294219
27-05-2020,CONSUMER GOODS,HINDUNILVR,1998.1,-4.059731592
27-05-2020,FINANCIAL SERVICES,ICICIBANK,318.85,-5.67963319
27-05-2020,FINANCIAL SERVICES,INDUSINDBK,368.95,-12.78808651
27-05-2020,TELECOM,INFRATEL,216.7,28.60534125
27-05-2020,IT,INFY,705.45,4.712780169
27-05-2020,OIL & GAS,IOC,77.55,-2.75862069
27-05-2020,CONSUMER GOODS,ITC,192.15,10.39931054
27-05-2020,METALS,JSWSTEEL,184.8,12.99296851
